Date,Open,High,Low,Close,Adj Close,Volume
2000-03-29,4583.810059,4615.089844,4408.600098,4413.919922,4413.919922,1738270000
2000-03-30,4376.410156,4491.080078,4151.120117,4250.189941,4250.189941,1925860000
2000-03-31,4268.640137,4424.430176,4171.089844,4397.839844,4397.839844,2118100000
2000-04-03,4355.700195,4355.700195,4041.239990,4077.020020,4077.020020,1739920000
2000-04-04,4089.780029,4146.500000,3525.439941,4034.169922,4034.169922,2889100000
2000-04-05,4028.399902,4156.430176,3884.320068,4030.260010,4030.260010,1947700000
2000-04-06,4036.389893,4161.419922,4005.310059,4086.729980,4086.729980,1746450000
2000-04-07,4111.180176,4292.879883,4111.180176,4291.529785,4291.529785,1563430000
2000-04-10,4293.629883,4308.620117,3998.100098,3998.260010,3998.260010,1446140000
2000-04-11,3987.239990,4049.550049,3829.389893,3909.209961,3909.209961,1679390000
2000-04-12,3909.000000,3943.679932,3632.409912,3633.629883,3633.629883,1921090000
2000-04-13,3645.790039,3831.699951,3552.510010,3553.810059,3553.810059,1951500000
2000-04-14,3536.409912,3536.409912,3138.419922,3207.959961,3207.959961,2555780000
2000-04-17,3194.500000,3530.669922,3107.419922,3529.449951,3529.449951,2482830000
2000-04-18,3531.070068,3717.659912,3511.810059,3715.810059,3715.810059,2152720000
2000-04-19,3720.239990,3753.449951,3578.899902,3583.070068,3583.070068,1760270000
2000-04-20,3587.270020,3632.239990,3453.300049,3505.290039,3505.290039,1422730000
2000-04-24,3448.229980,3448.229980,3200.899902,3353.530029,3353.530029,1540710000
2000-04-25,3371.209961,3622.290039,3371.209961,3621.560059,3621.560059,1622910000
2000-04-26,3622.800049,3690.290039,3505.110107,3505.709961,3505.709961,1592830000
2000-04-27,3504.199951,3692.919922,3390.600098,3692.570068,3692.570068,1548760000
2000-04-28,3696.419922,3790.780029,3696.419922,3773.179932,3773.179932,1583710000
2000-05-01,3789.199951,3871.929932,3777.050049,3829.840088,3829.840088,1500610000
2000-05-02,3768.040039,3824.469971,3626.540039,3627.310059,3627.310059,1438040000
2000-05-03,3627.310059,3627.310059,3435.300049,3562.159912,3562.159912,1480050000
2000-05-04,3561.719971,3627.350098,3518.120117,3570.729980,3570.729980,1287850000
2000-05-05,3571.270020,3692.399902,3534.070068,3688.360107,3688.360107,1197290000
2000-05-08,3688.360107,3688.360107,3521.050049,3521.600098,3521.600098,1142710000
2000-05-09,3525.229980,3567.959961,3401.820068,3445.260010,3445.260010,1454780000
2000-05-10,3436.679932,3436.679932,3234.959961,3244.729980,3244.729980,1580110000
2000-05-11,3311.510010,3381.699951,3237.860107,3381.570068,3381.570068,1370230000
2000-05-12,3381.570068,3504.810059,3381.570068,3406.250000,3406.250000,1220040000
2000-05-15,3404.560059,3512.209961,3314.439941,3512.110107,3512.110107,1155810000
2000-05-16,3520.979980,3653.760010,3520.979980,3646.889893,3646.889893,1495270000
2000-05-17,3635.030029,3635.030029,3527.669922,3550.500000,3550.500000,1227380000
2000-05-18,3547.520020,3575.780029,3426.350098,3426.350098,3426.350098,1258610000
2000-05-19,3425.379883,3425.379883,3259.179932,3260.639893,3260.639893,1366930000
2000-05-22,3261.469971,3269.540039,3029.139893,3264.709961,3264.709961,1615480000
2000-05-23,3262.770020,3298.459961,3022.520020,3023.419922,3023.419922,1330440000
2000-05-24,3023.489990,3185.739990,2897.270020,3180.310059,3180.310059,2087980000
2000-05-25,3181.500000,3290.530029,3078.179932,3099.280029,3099.280029,1561840000
2000-05-26,3100.969971,3170.719971,3033.500000,3101.439941,3101.439941,1069440000
2000-05-30,3101.429932,3415.709961,3101.429932,3414.030029,3414.030029,1457360000
2000-05-31,3414.030029,3458.340088,3322.219971,3324.080078,3324.080078,1533730000
2000-06-01,3331.800049,3526.530029,3331.800049,3518.979980,3518.979980,1580240000
2000-06-02,3518.979980,3759.810059,3518.979980,3755.669922,3755.669922,1903210000
2000-06-05,3742.280029,3817.250000,3688.889893,3730.310059,3730.310059,1455960000
2000-06-06,3730.310059,3801.310059,3637.800049,3646.320068,3646.320068,1603060000
2000-06-07,3644.459961,3736.149902,3599.530029,3736.010010,3736.010010,1431220000
2000-06-08,3737.929932,3791.419922,3671.439941,3707.310059,3707.310059,1399250000
2000-06-09,3707.310059,3785.020020,3707.310059,3760.260010,3760.260010,1268720000
2000-06-12,3761.149902,3779.739990,3638.310059,3638.419922,3638.419922,1281000000
2000-06-13,3638.540039,3766.520020,3582.520020,3765.810059,3765.810059,1398790000
2000-06-14,3767.540039,3793.719971,3670.709961,3677.489990,3677.489990,1400300000
2000-06-15,3680.669922,3755.719971,3639.179932,3752.010010,3752.010010,1426630000
2000-06-16,3758.360107,3817.850098,3732.830078,3787.360107,3787.360107,1501190000
2000-06-19,3787.360107,3935.330078,3730.770020,3933.699951,3933.699951,1411400000
2000-06-20,3933.699951,3990.209961,3898.280029,3933.830078,3933.830078,1694520000
2000-06-21,3928.979980,3981.260010,3867.919922,3970.000000,3970.000000,1541900000
2000-06-22,3968.850098,3968.850098,3804.000000,3804.110107,3804.110107,1639540000
2000-06-23,3809.399902,3821.949951,3669.399902,3685.300049,3685.300049,1344960000
2000-06-26,3685.300049,3840.540039,3685.300049,3771.449951,3771.449951,1316960000
2000-06-27,3771.449951,3804.939941,3698.500000,3699.000000,3699.000000,1476020000
2000-06-28,3701.110107,3817.500000,3701.110107,3771.060059,3771.060059,1660130000
2000-06-29,3764.830078,3764.830078,3634.030029,3665.830078,3665.830078,1550990000
2000-06-30,3666.179932,3764.959961,3666.179932,3763.790039,3763.790039,2066390000
2000-07-03,3763.790039,3811.590088,3744.629883,3804.780029,3804.780029,600810000
2000-07-05,3804.959961,3804.959961,3646.459961,3649.800049,3649.800049,1342600000
2000-07-06,3648.129883,3793.899902,3610.270020,3793.479980,3793.479980,1482480000
2000-07-07,3793.010010,3884.840088,3781.560059,3841.270020,3841.270020,1486480000
2000-07-10,3841.510010,3841.510010,3767.560059,3772.199951,3772.199951,1395950000
2000-07-11,3772.610107,3835.020020,3720.020020,3744.530029,3744.530029,1714500000
2000-07-12,3810.360107,3909.409912,3792.979980,3901.120117,3901.120117,1775980000
2000-07-13,3901.120117,3991.870117,3900.229980,3956.669922,3956.669922,1881560000
2000-07-14,3962.820068,4051.899902,3962.679932,4041.149902,4041.149902,1678610000
2000-07-17,4041.149902,4089.040039,4007.620117,4061.879883,4061.879883,1584500000
2000-07-18,4060.310059,4060.310059,3949.850098,3960.959961,3960.959961,1501970000
2000-07-19,3960.959961,3960.959961,3835.120117,3843.979980,3843.979980,1445310000
2000-07-20,3843.979980,3999.060059,3843.979980,3995.459961,3995.459961,1719880000
2000-07-21,3992.830078,3992.830078,3892.250000,3908.750000,3908.750000,1545940000
2000-07-24,3908.750000,3966.830078,3787.290039,3790.620117,3790.620117,1460690000
2000-07-25,3790.620117,3871.639893,3762.000000,3865.389893,3865.389893,1471000000
2000-07-26,3865.330078,3865.330078,3741.840088,3818.310059,3818.310059,1754760000
2000-07-27,3816.489990,3816.489990,3680.780029,3681.629883,3681.629883,1791100000
2000-07-28,3689.689941,3716.949951,3452.949951,3477.310059,3477.310059,1769410000
2000-07-31,3477.530029,3610.949951,3437.590088,3609.350098,3609.350098,1512580000
2000-08-01,3609.350098,3609.350098,3518.610107,3521.149902,3521.149902,1341460000
2000-08-02,3521.149902,3617.250000,3486.459961,3490.340088,3490.340088,1476820000
2000-08-03,3490.340088,3625.639893,3341.830078,3623.500000,3623.500000,1828860000
2000-08-04,3624.169922,3715.570068,3577.129883,3618.629883,3618.629883,1438850000
2000-08-07,3618.629883,3726.899902,3618.629883,3710.389893,3710.389893,1319680000
2000-08-08,3708.949951,3741.510010,3671.750000,3686.370117,3686.370117,1461590000
2000-08-09,3708.629883,3780.429932,3691.699951,3693.040039,3693.040039,1517650000
2000-08-10,3687.689941,3690.610107,3594.800049,3595.189941,3595.189941,1349670000
2000-08-11,3595.149902,3645.770020,3521.530029,3644.610107,3644.610107,1333260000
2000-08-14,3644.629883,3720.810059,3616.709961,3719.610107,3719.610107,1232060000
2000-08-15,3718.699951,3761.560059,3691.270020,3722.620117,3722.620117,1353620000
2000-08-16,3722.620117,3791.219971,3704.510010,3721.250000,3721.250000,1401380000
2000-08-17,3721.250000,3839.760010,3716.669922,3830.590088,3830.590088,1440370000
2000-08-18,3830.590088,3868.739990,3799.969971,3807.510010,3807.510010,1447920000
2000-08-21,3809.860107,3878.669922,3785.199951,3827.620117,3827.620117,1269330000
2000-08-22,3832.100098,3898.120117,3827.300049,3827.889893,3827.889893,1413190000
2000-08-23,3818.060059,3899.959961,3760.120117,3896.919922,3896.919922,1461790000
2000-08-24,3897.050049,3954.600098,3884.570068,3949.570068,3949.570068,1546950000
2000-08-25,3945.500000,3986.729980,3915.790039,3931.250000,3931.250000,1285820000
2000-08-28,3933.330078,3987.709961,3928.800049,3954.239990,3954.239990,1373010000
2000-08-29,3955.540039,3970.919922,3923.419922,3951.939941,3951.939941,1489470000
2000-08-30,3951.669922,3984.189941,3921.489990,3968.729980,3968.729980,1537020000
2000-08-31,3971.320068,4080.479980,3971.320068,4077.590088,4077.590088,1903150000
2000-09-01,4084.110107,4147.189941,4057.439941,4099.299805,4099.299805,1472940000
2000-09-05,4085.889893,4085.889893,3986.280029,3987.030029,3987.030029,1668120000
2000-09-06,3978.229980,3983.739990,3837.330078,3837.620117,3837.620117,1757190000
2000-09-07,3847.790039,3963.939941,3847.790039,3953.360107,3953.360107,1634610000
2000-09-08,3949.149902,3949.149902,3811.600098,3813.439941,3813.439941,1508550000
2000-09-11,3813.439941,3852.449951,3690.469971,3706.739990,3706.739990,1483670000
2000-09-12,3706.739990,3792.379883,3645.280029,3666.870117,3666.870117,1596640000
2000-09-13,3666.870117,3752.449951,3610.649902,3741.750000,3741.750000,1656550000
2000-09-14,3741.750000,3834.510010,3715.649902,3737.419922,3737.419922,1699480000
2000-09-15,3731.729980,3748.760010,3640.580078,3676.330078,3676.330078,1777540000
2000-09-18,3676.330078,3723.669922,3548.590088,3585.520020,3585.520020,1613970000
2000-09-19,3588.370117,3756.870117,3588.370117,3756.399902,3756.399902,1707400000
2000-09-20,3756.399902,3810.300049,3660.310059,3790.449951,3790.449951,1802040000
2000-09-21,3790.449951,3790.449951,3691.929932,3718.149902,3718.149902,1616010000
2000-09-22,3718.149902,3718.149902,3505.179932,3701.179932,3701.179932,2164340000
2000-09-25,3753.310059,3774.780029,3611.090088,3622.100098,3622.100098,1774680000
2000-09-26,3643.649902,3696.989990,3566.709961,3582.590088,3582.590088,1825900000
2000-09-27,3631.080078,3648.939941,3533.669922,3571.899902,3571.899902,1948200000
2000-09-28,3556.989990,3725.750000,3556.340088,3725.149902,3725.149902,2001450000
2000-09-29,3684.870117,3690.239990,3557.540039,3570.610107,3570.610107,2018050000
2000-10-02,3613.739990,3613.860107,3447.709961,3457.969971,3457.969971,1799220000
2000-10-03,3528.000000,3544.540039,3351.610107,3353.340088,3353.340088,1958840000
2000-10-04,3337.909912,3476.520020,3291.610107,3453.360107,3453.360107,2129330000
2000-10-05,3421.459961,3492.280029,3392.000000,3424.320068,3424.320068,1872960000
2000-10-06,3432.820068,3468.280029,3262.800049,3311.939941,3311.939941,1870690000
2000-10-09,3306.750000,3359.929932,3185.280029,3318.899902,3318.899902,1437770000
2000-10-10,3271.689941,3336.610107,3175.379883,3188.290039,3188.290039,1874430000
2000-10-11,3077.510010,3220.520020,3047.169922,3100.530029,3100.530029,2340450000
2000-10-12,3175.750000,3183.959961,3000.429932,3004.449951,3004.449951,2128660000
2000-10-13,2990.989990,3278.770020,2990.989990,3277.770020,3277.770020,2070750000
2000-10-16,3265.959961,3296.949951,3203.129883,3249.459961,3249.459961,1788600000
2000-10-17,3313.810059,3326.129883,3127.629883,3172.189941,3172.189941,1936790000
2000-10-18,3045.699951,3245.580078,2982.040039,3139.310059,3139.310059,2519920000
2000-10-19,3316.629883,3404.330078,3271.199951,3402.949951,3402.949951,2343470000
2000-10-20,3379.729980,3514.959961,3378.949951,3456.610107,3456.610107,2171490000
2000-10-23,3451.399902,3498.040039,3378.340088,3422.000000,3422.000000,1690110000
2000-10-24,3455.370117,3481.310059,3326.120117,3353.260010,3353.260010,1880860000
2000-10-25,3245.689941,3283.199951,3086.610107,3107.610107,3107.610107,2170930000
2000-10-26,3127.439941,3185.909912,2956.199951,3167.139893,3167.139893,2292490000
2000-10-27,3232.810059,3275.219971,3109.060059,3175.250000,3175.250000,1963390000
2000-10-30,3128.939941,3195.449951,3038.409912,3081.070068,3081.070068,1741440000
2000-10-31,3120.209961,3304.620117,3120.209961,3282.300049,3282.300049,2146420000
2000-11-01,3214.399902,3311.000000,3176.870117,3225.270020,3225.270020,2024380000
2000-11-02,3292.129883,3326.370117,3259.070068,3308.479980,3308.479980,2226920000
2000-11-03,3329.260010,3359.989990,3275.070068,3321.909912,3321.909912,1846200000
2000-11-06,3346.149902,3369.469971,3285.770020,3290.469971,3290.469971,1608520000
2000-11-07,3262.580078,3304.379883,3217.449951,3279.570068,3279.570068,1700120000
2000-11-08,3295.770020,3296.300049,3058.659912,3059.090088,3059.090088,1678000000
2000-11-09,2993.020020,3081.620117,2923.100098,3057.060059,3057.060059,1942770000
2000-11-10,2974.429932,3011.580078,2890.020020,2890.260010,2890.260010,1779930000
2000-11-13,2798.949951,2969.620117,2742.469971,2836.620117,2836.620117,2048330000
2000-11-14,2952.620117,3043.659912,2926.659912,3039.500000,3039.500000,1785310000
2000-11-15,3027.610107,3128.370117,3001.830078,3076.699951,3076.699951,1705940000
2000-11-16,3016.800049,3082.419922,2925.080078,2925.159912,2925.159912,1523710000
2000-11-17,2934.510010,3000.919922,2850.149902,2934.810059,2934.810059,1760850000
2000-11-20,2838.290039,2885.310059,2779.780029,2792.409912,2792.409912,1716290000
2000-11-21,2807.419922,2844.550049,2745.699951,2786.530029,2786.530029,1749380000
2000-11-22,2738.290039,2806.330078,2667.110107,2668.250000,2668.250000,1885130000
2000-11-24,2745.389893,2830.760010,2740.060059,2830.090088,2830.090088,781600000
2000-11-27,2910.570068,2913.760010,2759.979980,2769.320068,2769.320068,1706570000
2000-11-28,2763.860107,2795.149902,2619.500000,2621.110107,2621.110107,1919970000
2000-11-29,2635.050049,2670.530029,2520.139893,2602.850098,2602.850098,2055720000
2000-11-30,2470.659912,2573.110107,2426.409912,2506.540039,2506.540039,2736270000
2000-12-01,2566.679932,2674.419922,2499.389893,2549.739990,2549.739990,2221970000
2000-12-04,2572.879883,2614.850098,2475.629883,2554.399902,2554.399902,1860480000
2000-12-05,2648.540039,2852.909912,2633.570068,2852.870117,2852.870117,2474670000
2000-12-06,2833.520020,2891.500000,2721.810059,2743.699951,2743.699951,2308280000
2000-12-07,2688.610107,2761.780029,2648.939941,2719.909912,2719.909912,1756810000
2000-12-08,2840.199951,2914.969971,2803.030029,2895.389893,2895.389893,2328650000
2000-12-11,2900.280029,2990.830078,2848.860107,2972.909912,2972.909912,2447760000
2000-12-12,2942.199951,2958.290039,2862.169922,2863.209961,2863.209961,1919030000
2000-12-13,2940.179932,2941.340088,2741.399902,2748.879883,2748.879883,2042250000
2000-12-14,2744.260010,2788.810059,2638.110107,2639.260010,2639.260010,1770640000
2000-12-15,2590.840088,2624.560059,2511.350098,2543.090088,2543.090088,2770690000
2000-12-18,2604.080078,2639.000000,2511.060059,2543.090088,2543.090088,2065990000
2000-12-19,2538.860107,2635.219971,2397.870117,2399.629883,2399.629883,2317200000
2000-12-20,2288.280029,2337.989990,2199.199951,2210.320068,2210.320068,2855150000
2000-12-21,2191.820068,2347.280029,2174.760010,2224.840088,2224.840088,2686970000
2000-12-22,2303.209961,2437.189941,2303.209961,2436.260010,2436.260010,2235410000
2000-12-26,2435.510010,2477.100098,2332.350098,2404.600098,2404.600098,1558700000
2000-12-27,2383.419922,2468.750000,2362.590088,2460.209961,2460.209961,2002650000
2000-12-28,2435.840088,2505.649902,2420.340088,2464.620117,2464.620117,2192130000
2000-12-29,2465.370117,2491.250000,2328.860107,2341.699951,2341.699951,2531760000
2001-01-02,2341.280029,2347.699951,2105.489990,2128.780029,2128.780029,1918930000
2001-01-03,2087.320068,2530.530029,2087.320068,2528.379883,2528.379883,3188000000
2001-01-04,2485.520020,2547.040039,2432.040039,2460.040039,2460.040039,2610680000
2001-01-05,2460.810059,2463.479980,2252.360107,2267.850098,2267.850098,2104670000
2001-01-08,2245.439941,2282.949951,2151.159912,2281.540039,2281.540039,1850590000
2001-01-09,2312.530029,2364.409912,2274.080078,2311.399902,2311.399902,1975130000
2001-01-10,2253.850098,2417.429932,2237.449951,2413.709961,2413.709961,2470350000
2001-01-11,2376.860107,2550.389893,2376.860107,2524.290039,2524.290039,2842640000
2001-01-12,2522.449951,2591.550049,2471.060059,2506.050049,2506.050049,2518850000
2001-01-16,2502.659912,2510.340088,2432.870117,2470.719971,2470.719971,2073940000
2001-01-17,2586.800049,2629.169922,2539.090088,2558.669922,2558.669922,2819190000
2001-01-18,2574.639893,2672.070068,2533.370117,2670.469971,2670.469971,2558710000
2001-01-19,2740.110107,2740.760010,2633.669922,2655.770020,2655.770020,2697190000
2001-01-22,2639.610107,2683.120117,2598.850098,2643.129883,2643.129883,2037140000
2001-01-23,2642.330078,2738.810059,2618.719971,2730.050049,2730.050049,2278470000
2001-01-24,2732.919922,2771.629883,2692.810059,2726.449951,2726.449951,2567320000
2001-01-25,2687.050049,2710.219971,2595.469971,2595.850098,2595.850098,2298150000
2001-01-26,2538.280029,2635.219971,2526.550049,2631.780029,2631.780029,2268800000
2001-01-29,2601.669922,2696.729980,2578.840088,2694.530029,2694.530029,1970130000
2001-01-30,2701.340088,2716.409912,2661.739990,2686.139893,2686.139893,2073590000
2001-01-31,2695.030029,2718.510010,2591.919922,2593.000000,2593.000000,2277310000
2001-02-01,2586.239990,2627.389893,2554.939941,2607.159912,2607.159912,1776260000
2001-02-02,2605.639893,2616.399902,2471.510010,2472.179932,2472.179932,1706900000
